text,newspaper,country,date,auhtor
"Amazon.com  is launching a new fleet of bigger, boxier trucks like those favored by rival package carriers United Parcel Service Inc  and FedEx Corp , as it fights to fix widespread pandemic-fueled delivery delays that sent customers into the arms of competitors like Walmart Inc .",reuters,USA,2020-07-11,unkown
"President Donald Trump commuted the sentence of his longtime friend and adviser Roger Stone, sparing him from prison after he was convicted of lying under oath to lawmakers investigating Russian interference in the 2016 U.S. election.",reuters,USA,2020-07-11,unkown
Bislang konnten nur Entwickler einen Blick auf die Beta-Version des kommenden mobilen Betriebssystems iOS 14 werfen. Nun lädt Apple alle Interessierten ein. Was erwartet sie?Bislang konnten nur Entwickler einen Blick auf die Beta-Version des kommenden mobilen Betriebssystems iOS 14 werfen. Nun ladt Apple alle Interessierten ein. Was erwartet sie?,yahoo,USA,2020-07-11,unkown
Start-up-Unternehmen aus Polen: Eine neue Internet-Suchmaschine speziell für die Gesichtserkennung erhitzt die Gemüter deutscher Politiker.Start-up-Unternehmen aus Polen: Eine neue Internet-Suchmaschine speziell fur die Gesichtserkennung erhitzt die Gemuter deutscher Politiker.,yahoo,USA,2020-07-11,unkown
"Während der coronabedingten Einschränkungen ermöglichten digitale Medien Jugendlichen das Homeschooling und den Austausch mit Freunden. Doch Smartphone und Co. haben nicht nur Vorteile, warnen Experten.Wahrend der coronabedingten Einschrankungen ermoglichten digitale Medien Jugendlichen das Homeschooling und den Austausch mit Freunden. Doch Smartphone und Co. haben nicht nur Vorteile, warnen Experten.",yahoo,USA,2020-07-11,unkown
"Luxemburg (dpa) - Online-Plattformen wie Youtube müssen nach einem Urteil des Europäischen Gerichtshofs (EuGH) nicht die E-Mail-Adressen oder Telefonnummern von Nutzern herausgeben, die dort illegal Filme hochgeladen haben.",yahoo,USA,2020-07-11,unkown
"Prepaid-Tarife fürs Smartphone sollen unkompliziert sein. Doch wenn man kündigt und sich noch Guthaben auf der Karte befindet, tauchen einige Fragen auf. Vor allem: Wie bekommt man sein Geld zurück?Prepaid-Tarife furs Smartphone sollen unkompliziert sein. Doch wenn man kundigt und sich noch Guthaben auf der Karte befindet, tauchen einige Fragen auf. Vor allem: Wie bekommt man sein Geld zuruck?",yahoo,USA,2020-07-11,unkown
Tel Aviv (dpa) - Im Kampf gegen die steigenden Corona-Zahlen setzt die israelische Regierung auch auf die Überwachung von Handys durch den Inlandsgeheimdienst Schin Bet.,yahoo,USA,2020-07-11,unkown
"Eine Playstation passt wohl kaum in den Urlaubskoffer - Nintendos Switch aber schon. Da ist es gut, dass 2K gleich mehrere seiner Klassiker für die mobile Konsole auf den Markt bringt.Eine Playstation passt wohl kaum in den Urlaubskoffer - Nintendos Switch aber schon. Da ist es gut, dass 2K gleich mehrere seiner Klassiker fur die mobile Konsole auf den Markt bringt.",yahoo,USA,2020-07-11,unkown
"Willkommen im Wilden Westen! In dieser äußerst bleihaltigen Umgebung spielt das Taktik-Abenteuer «Desperados 3». Wer hier nur blind ballert, kommt aber nicht weit - stattdessen ist Köpfchen gefragt.Willkommen im Wilden Westen! In dieser außerst bleihaltigen Umgebung spielt das Taktik-Abenteuer «Desperados 3». Wer hier nur blind ballert, kommt aber nicht weit - stattdessen ist Kopfchen gefragt.",yahoo,USA,2020-07-11,unkown
Die US-Aktivistengruppe Distributed Denial of Secrets hat interne Unterlagen amerikanischer Polizeibehörden veröffentlicht. Nun hat sie Ärger – mit deutschen Ermittlern.,yahoo,USA,2020-07-11,unkown
Apple-Originalteile für das iPhone waren in Europa bisher nur für wenige autorisierte Service-Partner zugänglich. Jetzt sollen kleine Werkstätten sie auch hier bekommen können.Apple-Originalteile fur das iPhone waren in Europa bisher nur fur wenige autorisierte Service-Partner zuganglich. Jetzt sollen kleine Werkstatten sie auch hier bekommen konnen.,yahoo,USA,2020-07-11,unkown
"Chiphersteller Qualcomm bringt Bewegung in den Smartwatch-Markt. Mit einem neuen Prozessor, der deutlich sparsamer und schneller sein soll als sein Vorgänger - und der auch sonst einiges kann.Chiphersteller Qualcomm bringt Bewegung in den Smartwatch-Markt. Mit einem neuen Prozessor, der deutlich sparsamer und schneller sein soll als sein Vorganger - und der auch sonst einiges kann.",yahoo,USA,2020-07-11,unkown
"Mails, Musik, Fotos, Videos oder Dokumente. Das alles will regelmäßig gesichert werden - und muss hin und wieder mal auf ein neues Gerät umziehen. Die richtige Strategie spart hier Zeit und Ärger.Mails, Musik, Fotos, Videos oder Dokumente. Das alles will regelmaßig gesichert werden - und muss hin und wieder mal auf ein neues Gerat umziehen. Die richtige Strategie spart hier Zeit und Ärger.",yahoo,USA,2020-07-11,unkown
Touren planen und bearbeiten am Smartphone: Das können auch Motorradfahrer. Solche Apps sind nützlich - allerdings auch nicht ganz ungefährlich.Touren planen und bearbeiten am Smartphone: Das konnen auch Motorradfahrer. Solche Apps sind nutzlich - allerdings auch nicht ganz ungefahrlich.,yahoo,USA,2020-07-11,unkown
"Diese Woche steht eine Navigations-App bei Nutzern hoch im Kurs und klettert weiter nach oben in den Charts. Ebenfalls unter den Top-Platzierungen: eine Wetter App, damit der Grillabend nicht ins Wasser fällt.Diese Woche steht eine Navigations-App bei Nutzern hoch im Kurs und klettert weiter nach oben in den Charts. Ebenfalls unter den Top-Platzierungen: eine Wetter App, damit der Grillabend nicht ins Wasser fallt.",yahoo,USA,2020-07-11,unkown
"Ein intensives Märchen, verpackt im handgemachten Spiel mit viel Cleverness, Falschgeld entdecken und trennen, sowie ein 3-D Rätselabenteuer: die Neuerscheinungen der Game-Charts in dieser Woche.Ein intensives Marchen, verpackt im handgemachten Spiel mit viel Cleverness, Falschgeld entdecken und trennen, sowie ein 3-D Ratselabenteuer: die Neuerscheinungen der Game-Charts in dieser Woche.",yahoo,USA,2020-07-11,unkown
"Wer eine Webseite betreibt, wird sich kaum über E-Mails wundern, die er in diesem Zusammenhang erhält. Doch mit vielen Nachrichten, die derzeit im Umlauf sind, verhält es sich anders.Wer eine Webseite betreibt, wird sich kaum uber E-Mails wundern, die er in diesem Zusammenhang erhalt. Doch mit vielen Nachrichten, die derzeit im Umlauf sind, verhalt es sich anders.",yahoo,USA,2020-07-11,unkown
"Unternehmen wollen nicht mehr auf Facebook werben, weil es kaum gegen Hass und Hetze vorgeht. Und Mark Zuckerberg? Zeigt sich unbeeindruckt. Dabei gäbe es Lösungen.",yahoo,USA,2020-07-11,unkown
"Eins für sie, eins für ihn, und auch der Nachwuchs hat was eigenes: So wie bei anderen Streamingdiensten gibt es bei Amazon Prime Video künftig mehrere Nutzerprofile.Eins fur sie, eins fur ihn, und auch der Nachwuchs hat was eigenes: So wie bei anderen Streamingdiensten gibt es bei Amazon Prime Video kunftig mehrere Nutzerprofile.",yahoo,USA,2020-07-11,unkown
Mit Updates kommt oft etwas Neues hinzu. Oder Bestehendes wird verbessert oder repariert. Manchmal verschwindet aber auch etwas völlig unbeabsichtigt - wie gerade beim Firefox-Browser.Mit Updates kommt oft etwas Neues hinzu. Oder Bestehendes wird verbessert oder repariert. Manchmal verschwindet aber auch etwas vollig unbeabsichtigt - wie gerade beim Firefox-Browser.,yahoo,USA,2020-07-11,unkown
Fritzbox-Besitzerinnen und -Besitzer sollten bald mal wieder einen Blick in das Einstellungsmenü ihres Routers werfen. Denn Hersteller AVM verteilt eine neue Software-Version.Fritzbox-Besitzerinnen und -Besitzer sollten bald mal wieder einen Blick in das Einstellungsmenu ihres Routers werfen. Denn Hersteller AVM verteilt eine neue Software-Version.,yahoo,USA,2020-07-11,unkown
"Ob im Mehrfamilienhaus oder in der Nachbarschaft - warum nicht den Internetanschluss teilen? Wie geht das technisch, und gibt es vielleicht rechtliche Hürden?Ob im Mehrfamilienhaus oder in der Nachbarschaft - warum nicht den Internetanschluss teilen? Wie geht das technisch, und gibt es vielleicht rechtliche Hurden?",yahoo,USA,2020-07-11,unkown
"Chinas Sicherheitsgesetz beschneidet die Freiheit in sozialen Medien in Hongkong. TikTok zieht sich zurück. Facebook, Google und Twitter verweigern die Kooperation mit Behörden. Droht ihnen die Sperrung?Chinas Sicherheitsgesetz beschneidet die Freiheit in sozialen Medien in Hongkong. TikTok zieht sich zuruck. Facebook, Google und Twitter verweigern die Kooperation mit Behorden. Droht ihnen die Sperrung?",yahoo,USA,2020-07-11,unkown
